state,action,reward,next_state,reward_detail
217|255|37|290|53|235,406|220|443,5,255|37|290|53|235|220,[0 5 0]
157|167|453|393|415|212,286|300|59,11,393|415|212|286|300|59,[5 5 1]
180|421|172|480|359|337,176|478|302,7,480|359|337|176|478|302,[1 1 5]
269|275|27|143|359|348,451|326|250,0,269|275|27|143|359|348,[0 0 0]
64|78|456|411|295|196,73|33|184,0,64|78|456|411|295|196,[0 0 0]
40|13|119|26|196|195,490|81|10,2,119|26|196|195|490|10,[1 0 1]
390|127|342|71|433|319,78|48|178,3,71|433|319|78|48|178,[1 1 1]
388|41|183|90|246|366,80|70|454,7,90|246|366|80|70|454,[5 1 1]
180|173|336|441|390|48,426|452|100,1,173|336|441|390|48|100,[0 0 1]
227|320|489|464|415|28,108|322|362,6,489|464|415|28|322|362,[0 1 5]
72|34|54|125|379|271,377|439|136,6,54|125|379|271|377|439,[1 5 0]
95|98|163|467|1|416,50|404|210,2,163|467|1|416|50|404,[1 1 0]
343|107|431|117|308|348,303|426|341,0,343|107|431|117|308|348,[0 0 0]
411|171|129|404|118|279,315|360|484,0,411|171|129|404|118|279,[0 0 0]
93|221|341|343|221|344,247|154|255,1,221|341|343|221|344|154,[0 1 0]
357|134|162|169|198|98,69|274|339,1,134|162|169|198|98|339,[0 0 1]
78|111|297|422|432|29,249|13|294,7,422|432|29|249|13|294,[5 1 1]
472|434|262|359|324|176,186|12|301,1,434|262|359|324|176|186,[1 0 0]
271|33|170|365|303|424,103|269|20,5,33|170|365|303|424|20,[0 0 5]
272|94|22|346|377|346,85|269|319,0,272|94|22|346|377|346,[0 0 0]
40|97|330|44|68|344,317|424|73,1,97|330|44|68|344|317,[1 0 0]
384|136|98|356|264|45,280|154|205,5,136|98|356|264|45|205,[0 0 5]
32|333|456|459|162|231,314|99|308,3,459|162|231|314|99|308,[1 1 1]
368|53|215|148|295|325,162|409|299,1,53|215|148|295|325|162,[1 0 0]
73|442|404|367|259|305,32|159|367,0,73|442|404|367|259|305,[0 0 0]
305|25|148|467|211|215,185|65|354,7,467|211|215|185|65|354,[1 1 5]
476|262|137|472|346|354,232|90|173,0,476|262|137|472|346|354,[0 0 0]
115|78|107|319|400|61,130|408|186,1,78|107|319|400|61|130,[1 0 0]
361|51|52|420|113|40,48|238|30,1,51|52|420|113|40|238,[0 1 0]
225|200|444|85|341|195,79|11|369,11,85|341|195|79|11|369,[5 5 1]
494|42|189|346|377|112,92|370|334,1,42|189|346|377|112|92,[1 0 0]
21|224|341|203|391|160,287|357|463,2,341|203|391|160|287|463,[1 0 1]
166|395|488|28|226|225,25|169|219,1,395|488|28|226|225|25,[1 0 0]
294|437|475|283|30|212,435|468|478,1,437|475|283|30|212|468,[0 1 0]
451|392|178|30|439|367,332|364|153,7,30|439|367|332|364|153,[1 1 5]
106|199|444|377|59|183,71|357|417,0,106|199|444|377|59|183,[0 0 0]
401|105|294|147|328|43,479|321|182,1,105|294|147|328|43|182,[0 0 1]
24|244|29|153|394|344,62|459|383,10,29|153|394|344|62|459,[5 5 0]
353|129|451|222|498|9,120|113|158,6,451|222|498|9|113|158,[0 1 5]
439|359|391|288|480|128,331|180|414,1,359|391|288|480|128|331,[1 0 0]
98|36|11|60|5|74,66|88|317,0,98|36|11|60|5|74,[0 0 0]
419|217|175|63|221|17,385|419|421,6,175|63|221|17|419|421,[0 1 5]
173|90|80|248|217|463,387|48|461,6,80|248|217|463|48|461,[0 1 5]
30|138|78|423|244|191,2|378|176,11,423|244|191|2|378|176,[1 5 5]
75|36|150|152|316|323,288|5|399,5,36|150|152|316|323|5,[0 5 0]
200|43|103|265|188|489,13|197|316,2,103|265|188|489|13|316,[1 0 1]
22|429|183|57|471|366,327|101|145,0,22|429|183|57|471|366,[0 0 0]
256|368|448|309|274|254,434|98|248,0,256|368|448|309|274|254,[0 0 0]
416|38|215|286|24|282,408|42|215,1,38|215|286|24|282|215,[0 0 1]
448|29|285|405|83|138,119|350|45,0,448|29|285|405|83|138,[0 0 0]
367|320|492|28|13|323,42|249|192,1,320|492|28|13|323|192,[0 0 1]
109|295|301|158|99|214,35|451|98,7,158|99|214|35|451|98,[1 5 1]
309|13|79|161|186|181,26|377|458,2,79|161|186|181|26|458,[1 0 1]
169|96|193|19|305|161,181|222|386,6,193|19|305|161|222|386,[0 1 5]
328|61|180|260|113|89,286|206|29,6,180|260|113|89|206|29,[0 1 5]
27|74|127|119|175|312,77|408|350,2,127|119|175|312|408|350,[0 1 1]
82|350|131|234|165|70,218|330|268,0,82|350|131|234|165|70,[0 0 0]
247|466|298|307|214|400,314|37|224,6,298|307|214|400|314|37,[1 5 0]
469|305|428|240|403|41,424|259|461,1,305|428|240|403|41|424,[1 0 0]
378|435|179|204|106|199,165|40|171,1,435|179|204|106|199|165,[1 0 0]
2|48|185|388|197|376,174|191|482,7,388|197|376|174|191|482,[1 5 1]
398|13|358|176|375|59,215|313|120,2,358|176|375|59|215|120,[1 0 1]
161|295|378|208|284|134,204|34|428,5,295|378|208|284|134|204,[5 0 0]
82|15|61|161|204|407,112|98|106,1,15|61|161|204|407|98,[0 1 0]
13|383|190|212|292|355,369|326|81,7,212|292|355|369|326|81,[1 1 5]
19|132|489|335|310|66,6|392|309,0,19|132|489|335|310|66,[0 0 0]
229|329|468|121|461|496,247|422|248,2,468|121|461|496|247|248,[1 0 1]
181|140|477|453|65|238,112|127|230,10,477|453|65|238|127|230,[0 5 5]
117|148|106|409|388|409,309|459|70,6,106|409|388|409|309|459,[5 1 0]
194|434|76|398|386|310,385|252|339,1,434|76|398|386|310|339,[0 0 1]
459|138|0|395|195|319,439|338|320,5,138|0|395|195|319|320,[0 0 5]
492|387|13|468|134|169,334|57|138,0,492|387|13|468|134|169,[0 0 0]
183|106|370|317|208|330,266|484|232,3,317|208|330|266|484|232,[1 1 1]
264|445|61|462|186|343,48|95|269,1,445|61|462|186|343|95,[0 1 0]
68|192|234|295|52|298,463|336|133,6,234|295|52|298|463|336,[1 5 0]
38|442|80|3|226|155,478|404|343,7,3|226|155|478|404|343,[1 5 1]
150|54|384|284|362|54,452|138|411,5,54|384|284|362|54|411,[0 0 5]
459|430|354|482|61|91,281|441|492,11,482|61|91|281|441|492,[5 5 1]
315|203|166|1|91|108,497|18|367,5,203|166|1|91|108|18,[0 5 0]
277|41|168|345|348|178,201|248|174,1,41|168|345|348|178|174,[0 0 1]
159|300|432|407|192|187,146|460|292,1,300|432|407|192|187|292,[0 0 1]
206|494|71|191|183|276,315|231|246,0,206|494|71|191|183|276,[0 0 0]
333|252|209|225|171|466,475|58|324,2,209|225|171|466|475|58,[1 1 0]
273|374|468|459|372|472,375|198|85,6,468|459|372|472|198|85,[0 1 5]
46|385|265|350|7|192,271|207|422,5,385|265|350|7|192|271,[5 0 0]
320|476|469|233|237|486,450|349|89,11,233|237|486|450|349|89,[5 5 1]
352|179|484|378|59|266,51|390|491,1,179|484|378|59|266|491,[0 0 1]
268|69|350|172|341|34,256|498|376,5,69|350|172|341|34|376,[0 0 5]
45|373|191|66|498|421,91|56|281,5,373|191|66|498|421|91,[5 0 0]
496|368|383|372|189|387,436|303|499,2,383|372|189|387|303|499,[0 1 1]
428|279|100|114|29|324,360|294|281,0,428|279|100|114|29|324,[0 0 0]
349|376|130|426|440|323,52|467|119,2,130|426|440|323|467|119,[0 1 1]
106|46|195|387|479|340,126|55|13,5,46|195|387|479|340|55,[0 5 0]
371|175|100|287|337|5,131|459|168,6,100|287|337|5|131|459,[5 1 0]
212|38|420|329|101|258,311|416|138,1,38|420|329|101|258|416,[0 1 0]
348|485|424|305|179|429,156|191|247,0,348|485|424|305|179|429,[0 0 0]
30|146|215|282|160|196,340|81|246,6,215|282|160|196|340|81,[5 1 0]
223|426|176|261|125|173,286|361|141,1,426|176|261|125|173|361,[0 1 0]
379|212|247|23|196|416,377|268|339,6,247|23|196|416|377|339,[5 0 1]
264|262|274|172|205|489,196|294|461,1,262|274|172|205|489|196,[1 0 0]
207|97|424|174|447|118,454|124|43,6,424|174|447|118|454|124,[1 5 0]
399|271|498|475|74|214,201|110|95,2,498|475|74|214|201|110,[1 1 0]
122|265|127|303|308|46,414|47|437,2,127|303|308|46|414|437,[1 0 1]
230|145|242|223|167|370,291|27|468,6,242|223|167|370|27|468,[0 5 1]
210|168|214|90|247|327,211|252|104,1,168|214|90|247|327|104,[0 0 1]
326|336|13|346|271|358,461|102|463,6,13|346|271|358|461|463,[5 0 1]
122|98|261|7|165|497,130|24|411,10,261|7|165|497|24|411,[0 5 5]
270|280|419|309|81|415,203|246|43,1,280|419|309|81|415|203,[1 0 0]
171|403|460|346|314|197,31|338|379,6,460|346|314|197|338|379,[0 5 1]
394|154|322|387|347|85,214|231|27,6,322|387|347|85|214|231,[5 1 0]
290|401|362|117|379|107,234|490|202,1,401|362|117|379|107|490,[0 1 0]
126|292|353|489|423|254,11|18|65,1,292|353|489|423|254|18,[0 1 0]
486|469|157|25|114|326,169|443|106,3,25|114|326|169|443|106,[1 1 1]
258|280|443|7|325|42,178|80|453,1,280|443|7|325|42|178,[1 0 0]
242|31|42|8|460|123,346|218|133,2,42|8|460|123|346|133,[1 0 1]
98|321|392|386|244|430,131|120|79,1,321|392|386|244|430|120,[0 1 0]
300|82|136|311|437|298,9|42|267,3,311|437|298|9|42|267,[1 1 1]
306|172|483|180|451|24,343|102|337,1,172|483|180|451|24|337,[0 0 1]
471|386|327|431|13|381,442|200|352,5,386|327|431|13|381|352,[0 0 5]
87|213|99|356|11|443,456|302|387,1,213|99|356|11|443|387,[0 0 1]
189|488|181|329|295|414,443|89|97,6,181|329|295|414|443|89,[5 1 0]
334|183|355|7|338|181,209|234|49,2,355|7|338|181|209|49,[1 0 1]
293|150|381|362|16|59,330|420|92,0,293|150|381|362|16|59,[0 0 0]
458|363|436|141|393|231,197|232|116,1,363|436|141|393|231|197,[1 0 0]
492|123|176|290|39|42,82|91|447,1,123|176|290|39|42|91,[0 1 0]
106|97|180|246|334|295,227|140|148,7,246|334|295|227|140|148,[1 5 1]
389|181|468|52|486|234,297|144|488,0,389|181|468|52|486|234,[0 0 0]
254|168|349|212|278|67,412|285|416,1,168|349|212|278|67|416,[0 0 1]
289|44|438|348|160|9,173|221|344,5,44|438|348|160|9|221,[0 5 0]
340|396|52|443|210|469,185|214|493,5,396|52|443|210|469|214,[0 5 0]
454|150|25|179|54|173,487|4|345,3,179|54|173|487|4|345,[1 1 1]
93|372|202|230|214|221,68|248|299,1,372|202|230|214|221|68,[1 0 0]
227|96|249|206|154|238,173|26|176,5,96|249|206|154|238|176,[0 0 5]
50|299|210|79|456|197,265|40|314,6,210|79|456|197|265|40,[1 5 0]
331|326|169|80|257|202,143|445|205,6,169|80|257|202|445|205,[0 1 5]
215|147|120|327|148|176,123|162|440,7,327|148|176|123|162|440,[1 5 1]
431|497|371|300|151|376,429|341|76,1,497|371|300|151|376|429,[1 0 0]
465|165|99|405|17|464,188|380|282,5,165|99|405|17|464|380,[0 5 0]
363|306|265|292|272|486,458|222|113,7,292|272|486|458|222|113,[5 1 1]
490|353|72|418|172|182,11|370|17,6,72|418|172|182|11|370,[5 1 0]
22|378|281|78|111|316,82|18|490,6,281|78|111|316|82|490,[1 0 5]
488|147|400|34|438|331,155|314|319,2,400|34|438|331|155|314,[1 1 0]
452|286|52|6|303|429,213|78|404,0,452|286|52|6|303|429,[0 0 0]
342|465|484|384|78|304,311|179|289,6,484|384|78|304|311|289,[1 0 5]
155|273|47|302|241|221,135|66|213,1,273|47|302|241|221|213,[0 0 1]
481|19|79|474|357|393,442|349|59,1,19|79|474|357|393|349,[0 1 0]
62|223|414|190|417|80,458|152|369,1,223|414|190|417|80|369,[0 0 1]
92|401|157|289|64|221,129|94|476,6,157|289|64|221|129|476,[1 0 5]
459|483|105|273|188|98,264|410|418,0,459|483|105|273|188|98,[0 0 0]
59|429|0|115|487|391,176|129|401,5,429|0|115|487|391|129,[0 5 0]
244|227|6|219|63|66,448|299|39,1,227|6|219|63|66|448,[1 0 0]
150|287|10|424|347|287,27|447|295,2,10|424|347|287|27|447,[1 1 0]
401|305|302|220|468|41,389|326|22,3,220|468|41|389|326|22,[1 1 1]
227|232|331|83|157|57,291|8|408,0,227|232|331|83|157|57,[0 0 0]
23|285|493|427|294|415,279|452|317,10,493|427|294|415|279|317,[5 0 5]
484|315|247|248|158|232,360|478|101,1,315|247|248|158|232|360,[1 0 0]
371|231|443|424|249|29,22|470|329,1,231|443|424|249|29|22,[1 0 0]
459|277|71|66|313|462,153|106|456,5,277|71|66|313|462|456,[0 0 5]
35|141|214|372|148|310,98|65|344,1,141|214|372|148|310|344,[0 0 1]
448|0|477|299|458|333,47|376|284,6,477|299|458|333|47|376,[5 1 0]
370|358|7|410|56|196,470|77|285,1,358|7|410|56|196|470,[1 0 0]
265|55|364|460|325|131,473|87|49,5,55|364|460|325|131|49,[0 0 5]
245|229|213|498|343|259,395|273|63,2,213|498|343|259|395|273,[1 1 0]
397|9|233|427|151|345,285|278|153,10,233|427|151|345|285|153,[5 0 5]
470|472|232|22|374|393,290|454|117,2,232|22|374|393|290|117,[1 0 1]
224|183|294|349|108|211,45|336|350,2,294|349|108|211|45|336,[1 1 0]
422|462|227|26|465|410,219|262|463,0,422|462|227|26|465|410,[0 0 0]
228|176|210|343|270|481,423|12|128,11,343|270|481|423|12|128,[1 5 5]
102|131|12|259|236|165,31|442|436,0,102|131|12|259|236|165,[0 0 0]
17|435|419|412|316|142,415|404|141,1,435|419|412|316|142|415,[1 0 0]
292|83|86|151|293|92,389|311|395,6,86|151|293|92|311|395,[0 5 1]
229|239|3|455|420|443,447|419|76,2,3|455|420|443|447|419,[1 1 0]
296|335|118|237|196|12,358|223|441,6,118|237|196|12|223|441,[0 5 1]
491|444|445|28|474|256,3|101|38,2,445|28|474|256|3|101,[1 1 0]
44|287|224|441|416|252,220|152|257,3,441|416|252|220|152|257,[1 1 1]
301|251|363|96|58|100,259|404|227,2,363|96|58|100|259|404,[1 1 0]
128|456|499|107|410|106,471|315|262,6,499|107|410|106|315|262,[0 1 5]
72|227|470|458|146|328,463|370|170,7,458|146|328|463|370|170,[1 1 5]
312|17|226|188|44|94,334|471|171,5,17|226|188|44|94|334,[5 0 0]
440|8|421|86|3|391,426|362|89,5,8|421|86|3|391|362,[0 5 0]
320|329|7|358|260|81,200|312|169,6,7|358|260|81|200|169,[5 0 1]
23|239|427|392|37|25,484|262|9,0,23|239|427|392|37|25,[0 0 0]
96|344|272|258|122|295,420|380|154,0,96|344|272|258|122|295,[0 0 0]
429|181|208|321|365|146,241|90|199,6,208|321|365|146|241|199,[5 0 1]
474|471|210|130|297|137,395|149|289,1,471|210|130|297|137|289,[0 0 1]
240|471|404|8|416|428,33|167|184,0,240|471|404|8|416|428,[0 0 0]
462|59|164|431|415|195,216|134|66,1,59|164|431|415|195|134,[0 1 0]
314|167|142|409|431|332,164|251|417,0,314|167|142|409|431|332,[0 0 0]
67|250|113|198|317|284,3|381|361,6,113|198|317|284|381|361,[0 5 1]
212|444|176|245|340|295,123|78|45,2,176|245|340|295|78|45,[0 1 1]
168|449|224|485|16|162,261|315|36,1,449|224|485|16|162|261,[1 0 0]
235|456|226|203|333|499,469|99|302,5,456|226|203|333|499|469,[5 0 0]
117|378|426|436|166|272,393|436|398,5,378|426|436|166|272|398,[0 0 5]
62|192|334|45|163|367,387|206|284,1,192|334|45|163|367|387,[1 0 0]
334|461|96|22|311|13,328|489|413,1,461|96|22|311|13|413,[0 0 1]
5|184|60|489|487|190,473|231|282,1,184|60|489|487|190|231,[0 1 0]
139|294|34|481|434|7,79|182|54,6,34|481|434|7|79|182,[1 5 0]
150|292|210|334|385|341,239|191|206,5,292|210|334|385|341|206,[0 0 5]
293|190|328|197|316|499,357|17|38,7,197|316|499|357|17|38,[1 5 1]
497|352|230|496|259|84,446|80|141,1,352|230|496|259|84|141,[0 0 1]
299|180|152|82|484|54,494|145|254,6,152|82|484|54|145|254,[0 1 5]
382|193|306|441|439|68,408|79|27,2,306|441|439|68|408|79,[1 1 0]
221|0|1|13|235|158,244|449|290,2,1|13|235|158|244|449,[1 1 0]
448|235|288|482|52|138,84|396|314,6,288|482|52|138|396|314,[0 1 5]
73|492|412|480|346|411,42|7|182,1,492|412|480|346|411|182,[0 0 1]
85|318|291|55|122|380,317|310|461,0,85|318|291|55|122|380,[0 0 0]
174|260|370|317|199|64,491|115|486,0,174|260|370|317|199|64,[0 0 0]
256|484|354|244|453|462,241|393|324,5,484|354|244|453|462|324,[0 0 5]
309|180|64|62|321|275,364|121|37,2,64|62|321|275|121|37,[0 1 1]
16|264|261|177|372|432,100|352|327,15,177|372|432|100|352|327,[5 5 5]
406|407|380|431|98|94,364|411|217,5,407|380|431|98|94|364,[5 0 0]
294|130|268|111|263|478,78|259|170,6,268|111|263|478|78|170,[1 0 5]
286|88|136|295|5|451,26|281|207,2,136|295|5|451|281|207,[0 1 1]
443|494|289|179|125|189,5|487|187,7,179|125|189|5|487|187,[1 1 5]
100|343|222|406|361|357,205|176|328,6,222|406|361|357|205|176,[5 1 0]
166|382|295|74|333|428,301|470|210,0,166|382|295|74|333|428,[0 0 0]
214|5|255|223|245|47,420|38|401,7,223|245|47|420|38|401,[1 1 5]
92|405|199|3|388|235,310|460|403,5,405|199|3|388|235|460,[0 5 0]
274|399|234|149|383|394,319|243|9,1,399|234|149|383|394|319,[1 0 0]
401|187|417|191|100|114,308|140|217,5,187|417|191|100|114|308,[5 0 0]
168|101|490|332|376|399,39|408|466,1,101|490|332|376|399|39,[1 0 0]
407|332|329|334|67|426,463|173|17,5,332|329|334|67|426|17,[0 0 5]
468|283|188|338|92|113,389|380|306,6,188|338|92|113|389|306,[1 0 5]
203|166|455|231|477|196,118|152|320,2,455|231|477|196|118|320,[1 0 1]
231|22|449|279|404|87,395|441|374,2,449|279|404|87|441|374,[0 1 1]
462|336|377|83|445|204,494|353|94,5,336|377|83|445|204|494,[5 0 0]
275|444|482|232|371|387,172|430|190,6,482|232|371|387|172|190,[5 0 1]
18|313|62|30|180|39,381|174|464,11,30|180|39|381|174|464,[1 5 5]
42|78|172|463|341|71,144|73|2,1,78|172|463|341|71|144,[1 0 0]
338|335|105|72|221|333,48|67|460,11,72|221|333|48|67|460,[5 5 1]
154|105|470|342|88|369,431|92|151,1,105|470|342|88|369|431,[1 0 0]
449|236|8|352|30|71,158|198|412,3,352|30|71|158|198|412,[1 1 1]
490|268|152|38|134|218,327|397|351,10,152|38|134|218|397|351,[0 5 5]
380|494|408|322|414|447,290|225|325,1,494|408|322|414|447|225,[0 1 0]
161|224|329|368|313|197,167|79|129,0,161|224|329|368|313|197,[0 0 0]
427|255|77|42|76|450,452|358|277,5,255|77|42|76|450|452,[5 0 0]
259|491|436|490|1|336,187|233|5,1,491|436|490|1|336|233,[0 1 0]
200|483|97|415|70|269,420|365|79,0,200|483|97|415|70|269,[0 0 0]
229|364|455|120|324|114,48|197|277,0,229|364|455|120|324|114,[0 0 0]
37|299|161|187|20|39,337|309|165,2,161|187|20|39|337|309,[1 1 0]
308|6|402|354|436|193,362|207|215,3,354|436|193|362|207|215,[1 1 1]
190|75|379|370|67|32,339|489|365,2,379|370|67|32|339|489,[1 1 0]
462|341|233|461|142|140,416|432|35,2,233|461|142|140|416|432,[1 1 0]
138|363|453|172|207|317,399|111|79,5,363|453|172|207|317|111,[0 5 0]
133|386|16|117|262|180,10|403|385,1,386|16|117|262|180|403,[0 1 0]
303|146|131|133|81|92,308|306|402,1,146|131|133|81|92|308,[1 0 0]
225|96|302|145|121|45,205|168|493,1,96|302|145|121|45|205,[1 0 0]
245|239|40|128|403|307,189|180|117,1,239|40|128|403|307|180,[0 1 0]
435|386|410|180|282|137,376|62|448,1,386|410|180|282|137|448,[0 0 1]
210|200|377|142|374|152,106|126|30,7,142|374|152|106|126|30,[5 1 1]
275|497|108|416|73|462,458|255|68,7,416|73|462|458|255|68,[1 5 1]
434|343|449|274|374|190,3|401|256,0,434|343|449|274|374|190,[0 0 0]
225|109|472|90|496|333,164|484|146,1,109|472|90|496|333|484,[0 1 0]
129|398|342|254|436|184,333|51|480,5,398|342|254|436|184|333,[5 0 0]
215|268|36|286|463|28,375|171|427,1,268|36|286|463|28|375,[1 0 0]
272|18|368|366|444|164,382|334|34,5,18|368|366|444|164|34,[0 0 5]
128|253|409|466|234|331,83|104|308,10,409|466|234|331|83|308,[5 0 5]
101|79|215|111|3|250,288|266|322,5,79|215|111|3|250|288,[5 0 0]
41|470|30|300|265|372,240|93|156,1,470|30|300|265|372|156,[0 0 1]
291|327|350|485|295|239,327|457|396,2,350|485|295|239|327|396,[1 0 1]
167|44|25|436|463|258,432|321|470,5,44|25|436|463|258|432,[5 0 0]
459|398|383|5|292|220,482|424|399,2,383|5|292|220|482|399,[1 0 1]
187|152|137|479|96|334,270|124|454,1,152|137|479|96|334|270,[1 0 0]
143|20|416|291|204|70,138|59|109,1,20|416|291|204|70|59,[0 1 0]
147|108|438|319|212|230,176|339|410,5,108|438|319|212|230|176,[5 0 0]
125|170|115|351|16|311,155|228|343,1,170|115|351|16|311|343,[0 0 1]
269|217|96|317|448|4,89|27|411,6,96|317|448|4|27|411,[0 5 1]
333|157|465|418|4|249,313|405|441,2,465|418|4|249|405|441,[0 1 1]
51|180|30|319|483|72,412|70|8,5,180|30|319|483|72|8,[0 0 5]
355|333|340|310|356|301,105|451|278,6,340|310|356|301|105|451,[5 1 0]
219|369|174|57|125|285,436|314|90,0,219|369|174|57|125|285,[0 0 0]
28|55|75|289|344|269,232|364|215,6,75|289|344|269|232|215,[5 0 1]
403|208|167|345|37|384,323|399|254,11,345|37|384|323|399|254,[1 5 5]
413|357|271|322|175|51,114|48|249,2,271|322|175|51|114|48,[1 1 0]
443|377|231|119|256|50,419|358|153,2,231|119|256|50|419|153,[1 0 1]
91|320|331|465|269|462,63|5|207,6,331|465|269|462|5|207,[0 5 1]
188|467|243|367|221|360,352|395|21,2,243|367|221|360|352|395,[1 1 0]
137|198|438|93|286|354,293|427|250,1,198|438|93|286|354|293,[1 0 0]
432|333|323|78|277|42,27|239|63,6,323|78|277|42|27|239,[5 1 0]
161|447|288|84|123|103,368|406|393,1,447|288|84|123|103|368,[1 0 0]
1|139|462|219|399|260,291|248|74,15,219|399|260|291|248|74,[5 5 5]
467|42|308|281|279|153,288|65|228,7,281|279|153|288|65|228,[1 1 5]
248|63|468|69|118|62,222|25|8,1,63|468|69|118|62|8,[0 0 1]
242|54|27|269|356|391,44|422|487,5,54|27|269|356|391|487,[0 0 5]
376|295|201|12|59|230,410|205|92,1,295|201|12|59|230|92,[0 0 1]
365|96|238|365|15|204,404|337|334,6,238|365|15|204|404|337,[1 5 0]
201|66|122|438|10|340,14|397|10,0,201|66|122|438|10|340,[0 0 0]
57|217|181|1|354|292,177|225|392,1,217|181|1|354|292|392,[0 0 1]
461|376|336|197|20|28,121|80|354,5,376|336|197|20|28|354,[0 0 5]
488|81|132|456|426|40,442|485|198,5,81|132|456|426|40|198,[0 0 5]
117|234|406|377|374|78,187|224|131,0,117|234|406|377|374|78,[0 0 0]
369|395|468|57|53|234,496|314|183,1,395|468|57|53|234|496,[1 0 0]
124|147|121|398|110|419,217|202|487,6,121|398|110|419|217|487,[5 0 1]
2|371|85|431|274|277,413|100|296,1,371|85|431|274|277|100,[0 1 0]
198|426|465|11|41|470,293|424|434,6,465|11|41|470|293|434,[5 0 1]
25|225|195|225|163|313,35|347|455,3,225|163|313|35|347|455,[1 1 1]
296|72|366|386|191|71,153|78|217,6,366|386|191|71|78|217,[0 5 1]
165|376|115|414|322|362,462|143|258,1,376|115|414|322|362|258,[0 0 1]
167|99|486|20|9|329,89|181|260,2,486|20|9|329|89|181,[1 1 0]
98|476|380|376|472|94,329|38|235,5,476|380|376|472|94|38,[0 5 0]
164|24|80|399|335|306,332|326|388,1,24|80|399|335|306|332,[1 0 0]
483|389|477|484|401|33,133|410|340,0,483|389|477|484|401|33,[0 0 0]
122|125|351|362|391|122,119|247|432,1,125|351|362|391|122|432,[0 0 1]
89|61|129|330|127|416,32|152|298,1,61|129|330|127|416|152,[0 1 0]
54|84|318|309|446|66,79|186|361,0,54|84|318|309|446|66,[0 0 0]
425|60|300|488|237|68,200|358|467,0,425|60|300|488|237|68,[0 0 0]
248|454|242|180|300|350,449|357|146,11,180|300|350|449|357|146,[1 5 5]
216|436|421|185|229|136,486|371|473,0,216|436|421|185|229|136,[0 0 0]
457|132|492|104|51|293,169|450|445,0,457|132|492|104|51|293,[0 0 0]
404|307|1|458|58|455,61|227|408,2,1|458|58|455|227|408,[0 1 1]
402|455|453|423|332|147,265|445|469,2,453|423|332|147|265|469,[1 0 1]
45|312|352|140|60|54,80|348|171,6,352|140|60|54|348|171,[0 1 5]
66|497|444|332|229|332,406|265|346,15,332|229|332|406|265|346,[5 5 5]
283|38|106|184|242|61,160|47|214,2,106|184|242|61|160|214,[1 0 1]
253|250|206|495|30|108,470|467|171,5,250|206|495|30|108|467,[0 5 0]
231|373|195|260|375|98,384|14|461,7,260|375|98|384|14|461,[1 5 1]
387|295|263|190|316|369,22|74|169,7,190|316|369|22|74|169,[5 1 1]
251|354|10|218|62|154,408|195|379,6,10|218|62|154|195|379,[0 1 5]
53|226|63|349|200|175,227|261|433,0,53|226|63|349|200|175,[0 0 0]
337|99|129|228|61|5,223|177|102,2,129|228|61|5|223|102,[1 0 1]
126|14|343|299|318|235,441|54|462,5,14|343|299|318|235|54,[0 5 0]
337|105|190|302|187|121,436|335|269,6,190|302|187|121|436|269,[1 0 5]
81|249|25|47|260|406,55|2|366,7,47|260|406|55|2|366,[1 1 5]
413|45|213|61|330|295,334|180|243,2,213|61|330|295|334|243,[1 0 1]
201|361|179|21|71|26,302|449|366,2,179|21|71|26|449|366,[0 1 1]
239|237|375|103|132|267,427|482|389,1,237|375|103|132|267|389,[0 0 1]
395|394|420|354|93|172,447|262|44,0,395|394|420|354|93|172,[0 0 0]
374|190|495|408|29|148,79|256|471,5,190|495|408|29|148|256,[0 5 0]
28|330|173|104|329|307,114|183|100,0,28|330|173|104|329|307,[0 0 0]
469|187|450|45|115|467,406|164|229,2,450|45|115|467|406|164,[1 1 0]
368|96|379|386|97|48,327|127|4,6,379|386|97|48|327|4,[1 0 5]
321|11|310|376|462|25,422|362|277,5,11|310|376|462|25|277,[0 0 5]
378|336|98|471|219|44,379|402|241,2,98|471|219|44|379|402,[1 1 0]
347|35|335|343|193|87,87|370|126,6,335|343|193|87|87|126,[1 0 5]
322|131|234|12|358|166,207|261|47,2,234|12|358|166|207|47,[1 0 1]
286|487|433|339|271|214,172|155|226,1,487|433|339|271|214|155,[0 1 0]
177|164|438|367|281|415,123|357|42,6,438|367|281|415|123|357,[5 1 0]
174|467|234|249|221|424,97|488|151,1,467|234|249|221|424|151,[0 0 1]
78|180|324|419|258|202,4|194|21,2,324|419|258|202|4|21,[1 0 1]
482|338|316|414|25|265,262|229|268,0,482|338|316|414|25|265,[0 0 0]
150|243|421|226|167|480,276|378|218,6,421|226|167|480|276|218,[5 0 1]
291|140|286|224|16|33,204|130|153,1,140|286|224|16|33|204,[1 0 0]
205|394|230|357|192|188,58|411|149,10,230|357|192|188|58|149,[5 0 5]
486|191|342|420|72|223,242|483|302,5,191|342|420|72|223|483,[0 5 0]
454|63|411|469|272|130,359|460|443,1,63|411|469|272|130|460,[0 1 0]
149|113|246|9|341|395,331|191|428,5,113|246|9|341|395|331,[5 0 0]
350|55|307|187|365|279,380|9|132,6,307|187|365|279|380|9,[5 1 0]
326|146|59|247|305|27,465|269|479,0,326|146|59|247|305|27,[0 0 0]
54|144|389|207|240|157,440|236|436,3,207|240|157|440|236|436,[1 1 1]
